Region,Product,Company,Approved_Date,Station,RSP/KL,RSP/L
Central Region,MS (in KL),Indian Oil Corporation Limited,2021-03-16,Panbang,65300.43,65.3
Central Region,MS (in KL),Indian Oil Corporation Limited,2021-03-16,Tingtibi,64965.09,64.97
Eastern Region,HSD (in KL),Bharat Petroleum Corporation Limited,2021-03-16,Samdrup Jongkhar,62812.08,62.81
Eastern Region,HSD (in KL),Bharat Petroleum Corporation Limited,2021-03-16,Nganglam,62812.08,62.81
Eastern Region,HSD (in KL),Bharat Petroleum Corporation Limited,2021-03-16,Wamrong,64160.78,64.16
Eastern Region,HSD (in KL),Bharat Petroleum Corporation Limited,2021-03-16,Trashigang,64500.57,64.5
Eastern Region,HSD (in KL),Bharat Petroleum Corporation Limited,2021-03-16,Trashiyangtse,65341.24,65.34
Eastern Region,HSD (in KL),Bharat Petroleum Corporation Limited,2021-03-16,Mongar,65528.31,65.53
Eastern Region,HSD (in KL),Bharat Petroleum Corporation Limited,2021-03-16,Gyelposing,65562.72,65.56
Eastern Region,HSD (in KL),Bharat Petroleum Corporation Limited,2021-03-16,Kanglung,64626.01,64.63
Eastern Region,HSD (in KL),Bharat Petroleum Corporation Limited,2021-03-16,Pemagatshel,64053.53,64.05
Eastern Region,HSD (in KL),Bharat Petroleum Corporation Limited,2021-03-16,Lhuntse,66077.12,66.08
Eastern Region,HSD (in KL),Bharat Petroleum Corporation Limited,2021-03-16,Jomotsangkha,61523.02,61.52
Eastern Region,HSD (in KL),Bharat Petroleum Corporation Limited,2021-03-16,Autsho,65733.9,65.73
Eastern Region,HSD (in KL),Bharat Petroleum Corporation Limited,2021-03-16,Doksum,64773.63,64.77
Eastern Region,HSD (in KL),Bharat Petroleum Corporation Limited,2021-03-16,Bhangtar,63420,63.42
Eastern Region,HSD (in KL),Bharat Petroleum Corporation Limited,2021-03-16,Rangjung,64761.58,64.76
Eastern Region,MS (in KL),Bharat Petroleum Corporation Limited,2021-03-16,Samdrup Jongkhar,64338.11,64.34
Eastern Region,MS (in KL),Bharat Petroleum Corporation Limited,2021-03-16,Nganglam,64338.11,64.34
Eastern Region,MS (in KL),Bharat Petroleum Corporation Limited,2021-03-16,Wamrong,65879.43,65.88
Eastern Region,MS (in KL),Bharat Petroleum Corporation Limited,2021-03-16,Trashigang,66059.54,66.06
Eastern Region,MS (in KL),Bharat Petroleum Corporation Limited,2021-03-16,Trashiyangtse,67048.91,67.05
Eastern Region,MS (in KL),Bharat Petroleum Corporation Limited,2021-03-16,Mongar,67176.27,67.18
Eastern Region,MS (in KL),Bharat Petroleum Corporation Limited,2021-03-16,Gyelposing,67091.26,67.09
Eastern Region,MS (in KL),Bharat Petroleum Corporation Limited,2021-03-16,Kanglung,66318.81,66.32
Eastern Region,MS (in KL),Bharat Petroleum Corporation Limited,2021-03-16,Pemagatshel,65723.91,65.72
Eastern Region,MS (in KL),Bharat Petroleum Corporation Limited,2021-03-16,Lhuntse,67674.52,67.67
Eastern Region,MS (in KL),Bharat Petroleum Corporation Limited,2021-03-16,Jomotsangkha,63045.89,63.05
Eastern Region,MS (in KL),Bharat Petroleum Corporation Limited,2021-03-16,Autsho,67303.86,67.3
Eastern Region,MS (in KL),Bharat Petroleum Corporation Limited,2021-03-16,Doksum,66353.19,66.35
Eastern Region,MS (in KL),Bharat Petroleum Corporation Limited,2021-03-16,Bhangtar,64946.03,64.95
Eastern Region,MS (in KL),Bharat Petroleum Corporation Limited,2021-03-16,Rangjung,66365.85,66.37
Eastern Region,HSD (in KL),Indian Oil Corporation Limited,2021-03-16,Samdrup Jongkhar Gate,62813.42,62.81
Eastern Region,HSD (in KL),Indian Oil Corporation Limited,2021-03-16,Nganglam Potonala,62806.92,62.81
Eastern Region,HSD (in KL),Indian Oil Corporation Limited,2021-03-16,Wamrong,64162.13,64.16
Eastern Region,HSD (in KL),Indian Oil Corporation Limited,2021-03-16,Trashigang,64501.91,64.5
Eastern Region,HSD (in KL),Indian Oil Corporation Limited,2021-03-16,Trashiyangtse,65342.59,65.34
Eastern Region,HSD (in KL),Indian Oil Corporation Limited,2021-03-16,Mongar,65529.66,65.53
Eastern Region,HSD (in KL),Indian Oil Corporation Limited,2021-03-16,Gyelposing,65564.06,65.56
Eastern Region,HSD (in KL),Indian Oil Corporation Limited,2021-03-16,Kanglung,64627.36,64.63
Eastern Region,HSD (in KL),Indian Oil Corporation Limited,2021-03-16,Pemagatshel,64054.88,64.05
Eastern Region,HSD (in KL),Indian Oil Corporation Limited,2021-03-16,Lhuntse,66078.46,66.08
Eastern Region,HSD (in KL),Indian Oil Corporation Limited,2021-03-16,Jomotsangkha,62813.42,62.81
Eastern Region,HSD (in KL),Indian Oil Corporation Limited,2021-03-16,Autsho,65735.24,65.74
Eastern Region,HSD (in KL),Indian Oil Corporation Limited,2021-03-16,Doksum,64774.97,64.77
Eastern Region,HSD (in KL),Indian Oil Corporation Limited,2021-03-16,Bhangtar,63421.34,63.42
Eastern Region,HSD (in KL),Indian Oil Corporation Limited,2021-03-16,Rangjung,64762.92,64.76
Eastern Region,MS (in KL),Indian Oil Corporation Limited,2021-03-16,Samdrup Jongkhar Gate,64339.43,64.34
Eastern Region,MS (in KL),Indian Oil Corporation Limited,2021-03-16,Nganglam Potonala,64332.94,64.33
Eastern Region,MS (in KL),Indian Oil Corporation Limited,2021-03-16,Wamrong,65880.76,65.88
Eastern Region,MS (in KL),Indian Oil Corporation Limited,2021-03-16,Trashigang,66060.87,66.06
Eastern Region,MS (in KL),Indian Oil Corporation Limited,2021-03-16,Trashiyangtse,67050.25,67.05
Eastern Region,MS (in KL),Indian Oil Corporation Limited,2021-03-16,Mongar,67177.6,67.18
Eastern Region,MS (in KL),Indian Oil Corporation Limited,2021-03-16,Gyelposing,67092.58,67.09
Eastern Region,MS (in KL),Indian Oil Corporation Limited,2021-03-16,Kanglung,66320.15,66.32
Eastern Region,MS (in KL),Indian Oil Corporation Limited,2021-03-16,Pemagatshel,65725.24,65.73
Eastern Region,MS (in KL),Indian Oil Corporation Limited,2021-03-16,Lhuntse,67675.85,67.68
Eastern Region,MS (in KL),Indian Oil Corporation Limited,2021-03-16,Jomotsangkha,64339.43,64.34
Eastern Region,MS (in KL),Indian Oil Corporation Limited,2021-03-16,Autsho,67305.18,67.31
Eastern Region,MS (in KL),Indian Oil Corporation Limited,2021-03-16,Doksum,66354.51,66.35
Eastern Region,MS (in KL),Indian Oil Corporation Limited,2021-03-16,Bhangtar,64947.35,64.95
Eastern Region,MS (in KL),Indian Oil Corporation Limited,2021-03-16,Rangjung,66367.17,66.37
Western Region,HSD (in KL),Bharat Petroleum Corporation Limited,2021-03-01,Phuentsholing,63885.79,63.89
Western Region,HSD (in KL),Bharat Petroleum Corporation Limited,2021-03-01,Rinchending,63966.25,63.97
Western Region,HSD (in KL),Bharat Petroleum Corporation Limited,2021-03-01,Pasakha,64019.89,64.02
Western Region,HSD (in KL),Bharat Petroleum Corporation Limited,2021-03-01,Chimakothi,65291.28,65.29
Western Region,HSD (in KL),Bharat Petroleum Corporation Limited,2021-03-01,Lungtenzampa,65754.95,65.75
Western Region,HSD (in KL),Bharat Petroleum Corporation Limited,2021-03-01,Paro Town,65747.24,65.75
Western Region,HSD (in KL),Bharat Petroleum Corporation Limited,2021-03-01,Haa,66470.76,66.47
Western Region,HSD (in KL),Bharat Petroleum Corporation Limited,2021-03-01,Bajo Town,66016.94,66.02
Western Region,HSD (in KL),Bharat Petroleum Corporation Limited,2021-03-01,Beychu,66240.44,66.24
Western Region,HSD (in KL),Bharat Petroleum Corporation Limited,2021-03-01,Samtse Town,63447.14,63.45
Western Region,HSD (in KL),Bharat Petroleum Corporation Limited,2021-03-01,Sipsoo,65033.2,65.03
Western Region,HSD (in KL),Bharat Petroleum Corporation Limited,2021-03-01,Gomtu,63504.35,63.5
Western Region,HSD (in KL),Bharat Petroleum Corporation Limited,2021-03-01,Gedu,64881.18,64.88
Western Region,HSD (in KL),Bharat Petroleum Corporation Limited,2021-03-01,Lobesa,65914.66,65.91
Western Region,HSD (in KL),Bharat Petroleum Corporation Limited,2021-03-01,Khuruthang,65995.12,66
Western Region,HSD (in KL),Bharat Petroleum Corporation Limited,2021-03-01,Gasa,67257.93,67.26
Western Region,MS (in KL),Bharat Petroleum Corporation Limited,2021-03-01,Phuentsholing,65187.48,65.19
Western Region,MS (in KL),Bharat Petroleum Corporation Limited,2021-03-01,Rinchending,65258.58,65.26
Western Region,MS (in KL),Bharat Petroleum Corporation Limited,2021-03-01,Pasakha,65321.58,65.32
Western Region,MS (in KL),Bharat Petroleum Corporation Limited,2021-03-01,Chimakothi,66821.12,66.82
Western Region,MS (in KL),Bharat Petroleum Corporation Limited,2021-03-01,Lungtenzampa,67112.59,67.11
Western Region,MS (in KL),Bharat Petroleum Corporation Limited,2021-03-01,Paro Town,67280.76,67.28
Western Region,MS (in KL),Bharat Petroleum Corporation Limited,2021-03-01,Haa,68088.37,68.09
Western Region,MS (in KL),Bharat Petroleum Corporation Limited,2021-03-01,Bajo Town,67426.39,67.43
Western Region,MS (in KL),Bharat Petroleum Corporation Limited,2021-03-01,Beychu,67649.89,67.65
Western Region,MS (in KL),Bharat Petroleum Corporation Limited,2021-03-01,Samtse Town,64747.76,64.75
Western Region,MS (in KL),Bharat Petroleum Corporation Limited,2021-03-01,Sipsoo,66360.4,66.36
Western Region,MS (in KL),Bharat Petroleum Corporation Limited,2021-03-01,Gomtu,64805.11,64.81
Western Region,MS (in KL),Bharat Petroleum Corporation Limited,2021-03-01,Gedu,66415.16,66.42
Western Region,MS (in KL),Bharat Petroleum Corporation Limited,2021-03-01,Lobesa,67318.82,67.32
Western Region,MS (in KL),Bharat Petroleum Corporation Limited,2021-03-01,Khuruthang,67399.28,67.4
Western Region,MS (in KL),Bharat Petroleum Corporation Limited,2021-03-01,Gasa,68857.39,68.86
Western Region,HSD (in KL),Indian Oil Corporation Limited,2021-03-01,Phuentsholing,63920.49,63.92
Western Region,HSD (in KL),Indian Oil Corporation Limited,2021-03-01,Rinchending,64000.95,64
Western Region,HSD (in KL),Indian Oil Corporation Limited,2021-03-01,Pasakha,64054.59,64.05
Western Region,HSD (in KL),Indian Oil Corporation Limited,2021-03-01,Chimakothi,65326.28,65.33
Western Region,HSD (in KL),Indian Oil Corporation Limited,2021-03-01,Chubachu,65789.94,65.79
Western Region,HSD (in KL),Indian Oil Corporation Limited,2021-03-01,Paro Shaba,65782.25,65.78
Western Region,HSD (in KL),Indian Oil Corporation Limited,2021-03-01,Haa,66505.88,66.51
Western Region,HSD (in KL),Indian Oil Corporation Limited,2021-03-01,Wangdue Zero Point,66051.79,66.05
Western Region,HSD (in KL),Indian Oil Corporation Limited,2021-03-01,Beychu,66275.29,66.28
Western Region,HSD (in KL),Indian Oil Corporation Limited,2021-03-01,Samtse Checkpost,63481.07,63.48
Western Region,HSD (in KL),Indian Oil Corporation Limited,2021-03-01,Sipsoo,65067.94,65.07
Western Region,HSD (in KL),Indian Oil Corporation Limited,2021-03-01,Pagli,63538.78,63.54
Western Region,HSD (in KL),Indian Oil Corporation Limited,2021-03-01,Gedu,64916.19,64.92
Western Region,HSD (in KL),Indian Oil Corporation Limited,2021-03-01,Mitsina,65962.39,65.96
Western Region,HSD (in KL),Indian Oil Corporation Limited,2021-03-01,Khuruthang,66029.96,66.03
Western Region,HSD (in KL),Indian Oil Corporation Limited,2021-03-01,Gasa,67293.03,67.29
Western Region,HSD (in KL),Indian Oil Corporation Limited,2021-03-01,Dorokha,64723.09,64.72
Western Region,HSD (in KL),Indian Oil Corporation Limited,2021-03-01,Langdru (Khasadrapchu),65637.96,65.64
Western Region,MS (in KL),Indian Oil Corporation Limited,2021-03-01,Phuentsholing,65209.19,65.21
Western Region,MS (in KL),Indian Oil Corporation Limited,2021-03-01,Rinchending,65289.65,65.29
Western Region,MS (in KL),Indian Oil Corporation Limited,2021-03-01,Pasakha,65343.29,65.34
Western Region,MS (in KL),Indian Oil Corporation Limited,2021-03-01,Chimakothi,66843.1,66.84
Western Region,MS (in KL),Indian Oil Corporation Limited,2021-03-01,Chubachu,67291.59,67.29
Western Region,MS (in KL),Indian Oil Corporation Limited,2021-03-01,Paro Shaba,67302.74,67.3
Western Region,MS (in KL),Indian Oil Corporation Limited,2021-03-01,Haa,68110.45,68.11
Western Region,MS (in KL),Indian Oil Corporation Limited,2021-03-01,Wangdue Zero Point,67448.22,67.45
Western Region,MS (in KL),Indian Oil Corporation Limited,2021-03-01,Beychu,67671.72,67.67
Western Region,MS (in KL),Indian Oil Corporation Limited,2021-03-01,Samtse Checkpost,64768.68,64.77
Western Region,MS (in KL),Indian Oil Corporation Limited,2021-03-01,Sipsoo,66382.14,66.38
Western Region,MS (in KL),Indian Oil Corporation Limited,2021-03-01,Pagli,64826.54,64.83
Western Region,MS (in KL),Indian Oil Corporation Limited,2021-03-01,Gedu,66437.14,66.44
Western Region,MS (in KL),Indian Oil Corporation Limited,2021-03-01,Mitsina,67358.82,67.36
